artist,style,canonical_subgenres,confidence,status,country,city,stage,booking,official_names,evidence_tags,source_note,source_urls,social_discovery_links
GRAVEDGR,hardcore,hard dance / hardcore / rawstyle,medium,published,,,RAGE CAGE,THE PURGE B2B GRAVEDGR,GRAVEDGR,,official_hive_stage_context; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=GRAVEDGR&type=artist&method=indexed;https://www.beatport.com/search?q=GRAVEDGR;https://www.discogs.com/search/?q=GRAVEDGR&type=all;https://soundcloud.com/search?q=GRAVEDGR;https://www.youtube.com/results?search_query=GRAVEDGR
GRUBER,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,GRUBER,GRUBER,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=GRUBER&type=artist&method=indexed;https://www.beatport.com/search?q=GRUBER;https://www.discogs.com/search/?q=GRUBER&type=all;https://soundcloud.com/search?q=GRUBER;https://www.youtube.com/results?search_query=GRUBER
HANÀ,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,3LEEZA B2B HANÀ,HANÀ,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=HAN%C3%80&type=artist&method=indexed;https://www.beatport.com/search?q=HAN%C3%80;https://www.discogs.com/search/?q=HAN%C3%80&type=all;https://soundcloud.com/search?q=HAN%C3%80;https://www.youtube.com/results?search_query=HAN%C3%80
Hatikwa,progressive_psy,progressive psytrance / psytrance,high,published,,,PSY LAGOON,HATIKWA,HATIKWA,psychedelic trance; psytrance,"curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psychedelic trance, psytrance. Official HIVE Psy Lagoon stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/32a549fe-d688-4fba-a9db-20bd6f7a669b,https://musicbrainz.org/search?query=Hatikwa&type=artist&method=indexed;https://www.beatport.com/search?q=Hatikwa;https://www.discogs.com/search/?q=Hatikwa&type=all;https://soundcloud.com/search?q=Hatikwa;https://www.youtube.com/results?search_query=Hatikwa
Henning Baer,techno,techno / industrial techno,high,published,DE,,JUNKYARD,LAURE CROFT B2B HENNING BAER,HENNING BAER,techno,curated_known_artist_or_scene_source; stages: JUNKYARD. MusicBrainz tags/disambiguation matched: techno. Official HIVE Junkyard stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/4e416e91-e605-42a7-87db-420b6f090d5a,https://musicbrainz.org/search?query=Henning%20Baer&type=artist&method=indexed;https://www.beatport.com/search?q=Henning%20Baer;https://www.discogs.com/search/?q=Henning%20Baer&type=all;https://soundcloud.com/search?q=Henning%20Baer;https://www.youtube.com/results?search_query=Henning%20Baer
Henrique Camacho,progressive_psy,progressive psytrance / psytrance,medium_high,published,,,PSY LAGOON,HENRIQUE CAMACHO,HENRIQUE CAMACHO,psychedelic trance; psytrance,"curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psychedelic trance, psytrance. Official HIVE Psy Lagoon stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/ccee664a-ccaf-4b23-b809-9a600d006661,https://musicbrainz.org/search?query=Henrique%20Camacho&type=artist&method=indexed;https://www.beatport.com/search?q=Henrique%20Camacho;https://www.discogs.com/search/?q=Henrique%20Camacho&type=all;https://soundcloud.com/search?q=Henrique%20Camacho;https://www.youtube.com/results?search_query=Henrique%20Camacho
HITMILØW,hard_techno,hard techno,high,published,,,BOUNCE TEMPLE,HITMILØW B2B THE MUFFIN MAN,HITMILØW,hard techno,musicbrainz_artist_tags; stages: BOUNCE TEMPLE. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/;https://musicbrainz.org/artist/00b2474d-bda4-42a4-a7f1-a9e809132d16,https://musicbrainz.org/search?query=HITMIL%C3%98W&type=artist&method=indexed;https://www.beatport.com/search?q=HITMIL%C3%98W;https://www.discogs.com/search/?q=HITMIL%C3%98W&type=all;https://soundcloud.com/search?q=HITMIL%C3%98W;https://www.youtube.com/results?search_query=HITMIL%C3%98W
HOCKI,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,HOCKI,HOCKI,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=HOCKI&type=artist&method=indexed;https://www.beatport.com/search?q=HOCKI;https://www.discogs.com/search/?q=HOCKI&type=all;https://soundcloud.com/search?q=HOCKI;https://www.youtube.com/results?search_query=HOCKI
Holy Priest,hard_techno,hard techno / industrial techno,high,published,,,TECHNO CASTLE,HOLY PRIEST,HOLY PRIEST,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Holy%20Priest&type=artist&method=indexed;https://www.beatport.com/search?q=Holy%20Priest;https://www.discogs.com/search/?q=Holy%20Priest&type=all;https://soundcloud.com/search?q=Holy%20Priest;https://www.youtube.com/results?search_query=Holy%20Priest
HU,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,HU B2B MAIKE DEPAS,HU,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=HU&type=artist&method=indexed;https://www.beatport.com/search?q=HU;https://www.discogs.com/search/?q=HU&type=all;https://soundcloud.com/search?q=HU;https://www.youtube.com/results?search_query=HU
HUMAN ERROR,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE; WARM-UP PARTY,HUMAN ERROR B2B ANTONYM; WILDERÍCH B2B GIØ F2F DVAID B2B HUMAN ERROR,HUMAN ERROR,,official_hive_stage_context; stages: BOUNCE TEMPLE; WARM-UP PARTY. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=HUMAN%20ERROR&type=artist&method=indexed;https://www.beatport.com/search?q=HUMAN%20ERROR;https://www.discogs.com/search/?q=HUMAN%20ERROR&type=all;https://soundcloud.com/search?q=HUMAN%20ERROR;https://www.youtube.com/results?search_query=HUMAN%20ERROR
Hypogeo,dark_progressive,dark progressive psytrance / zenonesque,high,published,International,,PIRATE BAY,HYPOGEO,HYPOGEO,trance,curated_known_artist_or_scene_source; stages: PIRATE BAY. MusicBrainz tags/disambiguation matched: trance. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/;https://musicbrainz.org/artist/5eff3618-d79e-4d67-a324-a94792d0398e,https://musicbrainz.org/search?query=Hypogeo&type=artist&method=indexed;https://www.beatport.com/search?q=Hypogeo;https://www.discogs.com/search/?q=Hypogeo&type=all;https://soundcloud.com/search?q=Hypogeo;https://www.youtube.com/results?search_query=Hypogeo
I Hate Models,industrial_techno,industrial techno / hard techno / rave techno,high,published,International,,TECHNO CASTLE,I HATE MODELS,I HATE MODELS,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=I%20Hate%20Models&type=artist&method=indexed;https://www.beatport.com/search?q=I%20Hate%20Models;https://www.discogs.com/search/?q=I%20Hate%20Models&type=all;https://soundcloud.com/search?q=I%20Hate%20Models;https://www.youtube.com/results?search_query=I%20Hate%20Models
IGDA,hard_techno,hard techno / rave techno,medium_high,published,DE,,RAGE CAGE; TECHNO CASTLE,IGDA; IGDA B2B NIOTECH,IGDA,acid techno; hard techno,"curated_known_artist_or_scene_source; stages: RAGE CAGE; TECHNO CASTLE. MusicBrainz tags/disambiguation matched: acid techno, hard techno. Official HIVE Techno Castle stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/e6df0e69-d4bd-48ae-8b16-0fd24729d882,https://musicbrainz.org/search?query=IGDA&type=artist&method=indexed;https://www.beatport.com/search?q=IGDA;https://www.discogs.com/search/?q=IGDA&type=all;https://soundcloud.com/search?q=IGDA;https://www.youtube.com/results?search_query=IGDA
In Verruf,hard_techno,hard techno / industrial techno,high,published,,,TECHNO CASTLE,IN VERRUF,IN VERRUF,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=In%20Verruf&type=artist&method=indexed;https://www.beatport.com/search?q=In%20Verruf;https://www.discogs.com/search/?q=In%20Verruf&type=all;https://soundcloud.com/search?q=In%20Verruf;https://www.youtube.com/results?search_query=In%20Verruf
INSANE TEKNOLOGY,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,INSANE TEKNOLOGY(LIVE),INSANE TEKNOLOGY,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=INSANE%20TEKNOLOGY&type=artist&method=indexed;https://www.beatport.com/search?q=INSANE%20TEKNOLOGY;https://www.discogs.com/search/?q=INSANE%20TEKNOLOGY&type=all;https://soundcloud.com/search?q=INSANE%20TEKNOLOGY;https://www.youtube.com/results?search_query=INSANE%20TEKNOLOGY
INTHELINBO,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,INTHELINBO,INTHELINBO,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=INTHELINBO&type=artist&method=indexed;https://www.beatport.com/search?q=INTHELINBO;https://www.discogs.com/search/?q=INTHELINBO&type=all;https://soundcloud.com/search?q=INTHELINBO;https://www.youtube.com/results?search_query=INTHELINBO
IOSIO,hard_techno,hard techno,high,published,,,BOUNCE TEMPLE,IOSIO B2B THISO,IOSIO,hard techno,musicbrainz_artist_tags; stages: BOUNCE TEMPLE. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/;https://musicbrainz.org/artist/ad171b2f-dcd8-4dfa-863a-e9670df72222,https://musicbrainz.org/search?query=IOSIO&type=artist&method=indexed;https://www.beatport.com/search?q=IOSIO;https://www.discogs.com/search/?q=IOSIO&type=all;https://soundcloud.com/search?q=IOSIO;https://www.youtube.com/results?search_query=IOSIO
Jacidorex,acid_techno,acid techno / neoacid / rave techno,high,published,BE,,SLEEPLESS,JACIDOREX,JACIDOREX,acid techno,curated_known_artist_or_scene_source; stages: SLEEPLESS. MusicBrainz tags/disambiguation matched: acid techno. Official HIVE Sleepless stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/997998ba-fc70-4f6b-9900-f1ac6d34b4bc,https://musicbrainz.org/search?query=Jacidorex&type=artist&method=indexed;https://www.beatport.com/search?q=Jacidorex;https://www.discogs.com/search/?q=Jacidorex&type=all;https://soundcloud.com/search?q=Jacidorex;https://www.youtube.com/results?search_query=Jacidorex
JOKESONYOU,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,JOKESONYOU B2B CARGO,JOKESONYOU,trance,official_hive_stage_context; stages: BOUNCE TEMPLE. MusicBrainz tags/disambiguation matched: trance. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/;https://musicbrainz.org/artist/fdcbc778-12d5-4781-bdd1-b57b4a2cf94e,https://musicbrainz.org/search?query=JOKESONYOU&type=artist&method=indexed;https://www.beatport.com/search?q=JOKESONYOU;https://www.discogs.com/search/?q=JOKESONYOU&type=all;https://soundcloud.com/search?q=JOKESONYOU;https://www.youtube.com/results?search_query=JOKESONYOU
JOVYNN,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS; WARM-UP PARTY,A.N.I. F2F JOVYNN; JOVYNN,JOVYNN,,official_hive_stage_context; stages: SLEEPLESS; WARM-UP PARTY. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=JOVYNN&type=artist&method=indexed;https://www.beatport.com/search?q=JOVYNN;https://www.discogs.com/search/?q=JOVYNN&type=all;https://soundcloud.com/search?q=JOVYNN;https://www.youtube.com/results?search_query=JOVYNN
JOWI,hardcore,hard dance / hardcore / rawstyle,medium,published,,,RAGE CAGE,JOWI,JOWI,,official_hive_stage_context; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=JOWI&type=artist&method=indexed;https://www.beatport.com/search?q=JOWI;https://www.discogs.com/search/?q=JOWI&type=all;https://soundcloud.com/search?q=JOWI;https://www.youtube.com/results?search_query=JOWI
JUICY,techno,queer techno / club rave / hard groove,low,needs_review,,,LIBIDOH LAB,SATYSFYRE B2B JUICY,JUICY,,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=JUICY&type=artist&method=indexed;https://www.beatport.com/search?q=JUICY;https://www.discogs.com/search/?q=JUICY&type=all;https://soundcloud.com/search?q=JUICY;https://www.youtube.com/results?search_query=JUICY
JUSTIN TINDERDATE,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,JUSTIN TINDERDATE B2B ELOTRANCE,JUSTIN TINDERDATE,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=JUSTIN%20TINDERDATE&type=artist&method=indexed;https://www.beatport.com/search?q=JUSTIN%20TINDERDATE;https://www.discogs.com/search/?q=JUSTIN%20TINDERDATE&type=all;https://soundcloud.com/search?q=JUSTIN%20TINDERDATE;https://www.youtube.com/results?search_query=JUSTIN%20TINDERDATE
Kalte Liebe,ebm,EBM / industrial techno / darkwave,high,published,,,TECHNO CASTLE,KALTE LIEBE (LIVE),KALTE LIEBE,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Kalte%20Liebe&type=artist&method=indexed;https://www.beatport.com/search?q=Kalte%20Liebe;https://www.discogs.com/search/?q=Kalte%20Liebe&type=all;https://soundcloud.com/search?q=Kalte%20Liebe;https://www.youtube.com/results?search_query=Kalte%20Liebe
KAMÄLEON,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,TRANCESTRUDEL B2B KAMÄLEON,KAMÄLEON,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=KAM%C3%84LEON&type=artist&method=indexed;https://www.beatport.com/search?q=KAM%C3%84LEON;https://www.discogs.com/search/?q=KAM%C3%84LEON&type=all;https://soundcloud.com/search?q=KAM%C3%84LEON;https://www.youtube.com/results?search_query=KAM%C3%84LEON
KANDER,hard_techno,hard techno / industrial techno / schranz,medium,published,,,TECHNO CASTLE,DASSTUDACH B2B KANDER,KANDER,,official_hive_stage_context; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=KANDER&type=artist&method=indexed;https://www.beatport.com/search?q=KANDER;https://www.discogs.com/search/?q=KANDER&type=all;https://soundcloud.com/search?q=KANDER;https://www.youtube.com/results?search_query=KANDER
Karah,hardcore,hardcore / hard techno,medium_high,published,,,RAGE CAGE,KARAH,KARAH,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Karah&type=artist&method=indexed;https://www.beatport.com/search?q=Karah;https://www.discogs.com/search/?q=Karah&type=all;https://soundcloud.com/search?q=Karah;https://www.youtube.com/results?search_query=Karah
KARISH,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,NIA B2B KARISH,KARISH,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=KARISH&type=artist&method=indexed;https://www.beatport.com/search?q=KARISH;https://www.discogs.com/search/?q=KARISH&type=all;https://soundcloud.com/search?q=KARISH;https://www.youtube.com/results?search_query=KARISH
KILLATK,psytrance,psytrance,high,published,International,,PSY LAGOON,KILLATK,KILLATK,psytrance,musicbrainz_artist_tags; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psytrance. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/4f3c2eb2-1485-40c1-9556-7091df260987;https://blackoutrec.bandcamp.com/music,https://musicbrainz.org/search?query=KILLATK&type=artist&method=indexed;https://www.beatport.com/search?q=KILLATK;https://www.discogs.com/search/?q=KILLATK&type=all;https://soundcloud.com/search?q=KILLATK;https://www.youtube.com/results?search_query=KILLATK
